,Departure,Price
0,2021-11-15,"231,31 Dkr"
1,2021-11-19,"329,07 Dkr"
2,2021-11-22,"79,07 Dkr"
3,2021-11-26,"358,75 Dkr"
4,2021-11-29,"149,07 Dkr"
5,2021-12-03,"318,75 Dkr"
6,2021-12-06,"140,08 Dkr"
7,2021-12-10,"412,30 Dkr"
8,2021-12-13,"231,31 Dkr"
