,Departure,Price
0,2021-11-12,"604,91 Dkr"
1,2021-11-15,"268,75 Dkr"
2,2021-11-19,"358,75 Dkr"
3,2021-11-22,"79,00 Dkr"
4,2021-11-26,"483,62 Dkr"
5,2021-11-29,"79,00 Dkr"
6,2021-12-03,"231,31 Dkr"
7,2021-12-06,"167,10 Dkr"
8,2021-12-10,"379,07 Dkr"
9,2021-12-13,"160,16 Dkr"
10,2021-12-17,"1.079,07 Dkr"
11,2021-12-20,"873,37 Dkr"
12,2021-12-24,"1.079,00 Dkr"
13,2021-12-27,"329,00 Dkr"
14,2021-12-31,"99,00 Dkr"
15,2022-01-03,"179,07 Dkr"
16,2022-01-07,"59,00 Dkr"
17,2022-01-10,"134,10 Dkr"
18,2022-01-14,"209,07 Dkr"
19,2022-01-17,"149,07 Dkr"
20,2022-01-21,"239,00 Dkr"
21,2022-01-24,"209,00 Dkr"
22,2022-01-28,"179,07 Dkr"
23,2022-01-31,"161,10 Dkr"
24,2022-02-04,"239,00 Dkr"
25,2022-02-07,"209,00 Dkr"
26,2022-02-11,"416,19 Dkr"
27,2022-02-14,"239,00 Dkr"
28,2022-02-18,"289,07 Dkr"
29,2022-02-21,"239,00 Dkr"
30,2022-02-25,"289,07 Dkr"
31,2022-02-28,"209,00 Dkr"
32,2022-03-04,"379,00 Dkr"
33,2022-03-07,"379,00 Dkr"
34,2022-03-11,"379,00 Dkr"
