,Departure,Price
0,2021-11-19,"329,07 Dkr"
1,2021-11-22,"140,08 Dkr"
2,2021-11-26,"289,07 Dkr"
3,2021-11-29,"99,07 Dkr"
4,2021-12-03,"318,75 Dkr"
5,2021-12-06,"215,87 Dkr"
6,2021-12-10,"311,15 Dkr"
7,2021-12-13,"231,31 Dkr"
8,2021-12-17,"799,00 Dkr"
9,2021-12-20,"1.168,24 Dkr"
10,2021-12-24,"929,00 Dkr"
11,2021-12-27,"239,00 Dkr"
12,2021-12-31,"79,07 Dkr"
13,2022-01-03,"179,00 Dkr"
14,2022-01-07,"79,00 Dkr"
15,2022-01-10,"79,07 Dkr"
16,2022-01-14,"209,07 Dkr"
17,2022-01-17,"149,07 Dkr"
18,2022-01-21,"239,00 Dkr"
19,2022-01-24,"209,00 Dkr"
20,2022-01-28,"179,07 Dkr"
21,2022-01-31,"161,10 Dkr"
22,2022-02-04,"239,00 Dkr"
23,2022-02-07,"209,00 Dkr"
24,2022-02-11,"379,07 Dkr"
25,2022-02-14,"239,00 Dkr"
26,2022-02-18,"289,07 Dkr"
27,2022-02-21,"239,00 Dkr"
28,2022-02-25,"289,07 Dkr"
29,2022-02-28,"209,00 Dkr"
30,2022-03-04,"329,00 Dkr"
31,2022-03-07,"329,00 Dkr"
32,2022-03-11,"379,00 Dkr"
33,2022-03-14,"379,00 Dkr"
