,Departure,Price
0,2021-11-14,"745,45 Dkr"
1,2021-11-16,"205,69 Dkr"
2,2021-11-18,"663,30 Dkr"
3,2021-11-20,"160,41 Dkr"
4,2021-11-21,"1.147,60 Dkr"
5,2021-11-23,"219,07 Dkr"
6,2021-11-25,"269,07 Dkr"
7,2021-11-27,"167,84 Dkr"
8,2021-11-28,"439,25 Dkr"
9,2021-11-30,"241,31 Dkr"
10,2021-12-02,"279,25 Dkr"
11,2021-12-04,"286,69 Dkr"
12,2021-12-05,"179,07 Dkr"
13,2021-12-07,"799,07 Dkr"
14,2021-12-09,"663,30 Dkr"
15,2021-12-11,"663,30 Dkr"
16,2021-12-12,"699,07 Dkr"
17,2021-12-14,"865,94 Dkr"
