,Departure,Price
0,2022-01-16,"79,00 Dkr"
1,2022-01-17,"79,00 Dkr"
2,2022-01-19,"79,00 Dkr"
3,2022-01-21,"79,00 Dkr"
4,2022-01-23,"79,00 Dkr"
5,2022-01-24,"119,25 Dkr"
6,2022-01-26,"79,00 Dkr"
7,2022-01-28,"79,00 Dkr"
8,2022-01-30,"79,00 Dkr"
9,2022-01-31,"79,00 Dkr"
10,2022-02-01,"129,00 Dkr"
11,2022-02-02,"129,00 Dkr"
12,2022-02-03,"129,07 Dkr"
13,2022-02-04,"129,00 Dkr"
14,2022-02-05,"129,00 Dkr"
15,2022-02-06,"180,07 Dkr"
16,2022-02-07,"241,32 Dkr"
17,2022-02-08,"129,00 Dkr"
18,2022-02-09,"129,00 Dkr"
19,2022-02-10,"129,00 Dkr"
20,2022-02-11,"129,00 Dkr"
21,2022-02-12,"129,07 Dkr"
22,2022-02-13,"339,48 Dkr"
23,2022-02-14,"212,68 Dkr"
24,2022-02-15,"129,07 Dkr"
25,2022-02-16,"129,00 Dkr"
26,2022-02-17,"129,00 Dkr"
27,2022-02-18,"157,07 Dkr"
28,2022-02-19,"129,00 Dkr"
29,2022-02-20,"166,00 Dkr"
30,2022-02-21,"129,00 Dkr"
31,2022-02-22,"129,00 Dkr"
32,2022-02-23,"129,07 Dkr"
33,2022-02-24,"180,07 Dkr"
34,2022-02-25,"219,07 Dkr"
35,2022-02-26,"184,10 Dkr"
36,2022-02-27,"306,00 Dkr"
37,2022-02-28,"184,10 Dkr"
38,2022-03-01,"109,07 Dkr"
39,2022-03-02,"109,00 Dkr"
40,2022-03-03,"109,00 Dkr"
41,2022-03-04,"109,07 Dkr"
42,2022-03-05,"166,68 Dkr"
43,2022-03-06,"278,00 Dkr"
44,2022-03-07,"189,07 Dkr"
45,2022-03-08,"109,07 Dkr"
46,2022-03-09,"109,00 Dkr"
47,2022-03-10,"109,00 Dkr"
48,2022-03-11,"189,07 Dkr"
49,2022-03-12,"189,07 Dkr"
50,2022-03-13,"249,07 Dkr"
51,2022-03-14,"189,07 Dkr"
52,2022-03-15,"249,07 Dkr"
53,2022-03-16,"189,07 Dkr"
54,2022-03-17,"238,15 Dkr"
55,2022-03-18,"219,07 Dkr"
56,2022-03-19,"249,07 Dkr"
57,2022-03-20,"685,52 Dkr"
58,2022-03-21,"189,07 Dkr"
59,2022-03-22,"109,00 Dkr"
60,2022-03-23,"109,00 Dkr"
61,2022-03-24,"109,07 Dkr"
62,2022-03-25,"180,07 Dkr"
63,2022-03-26,"180,07 Dkr"
64,2022-03-27,"423,29 Dkr"
65,2022-03-28,"584,80 Dkr"
66,2022-03-29,"109,07 Dkr"
67,2022-03-30,"109,00 Dkr"
68,2022-03-31,"301,80 Dkr"
69,2022-04-01,"299,07 Dkr"
70,2022-04-02,"299,07 Dkr"
71,2022-04-03,"459,07 Dkr"
72,2022-04-04,"339,07 Dkr"
73,2022-04-05,"189,07 Dkr"
74,2022-04-06,"180,07 Dkr"
75,2022-04-07,"426,20 Dkr"
76,2022-04-08,"459,07 Dkr"
77,2022-04-09,"678,52 Dkr"
78,2022-04-10,"583,29 Dkr"
79,2022-04-11,"459,07 Dkr"
80,2022-04-12,"339,07 Dkr"
81,2022-04-13,"426,20 Dkr"
82,2022-04-14,"678,52 Dkr"
83,2022-04-15,"503,64 Dkr"
84,2022-04-16,"426,20 Dkr"
85,2022-04-17,"459,07 Dkr"
86,2022-04-18,"775,96 Dkr"
87,2022-04-19,"389,07 Dkr"
88,2022-04-20,"332,48 Dkr"
89,2022-04-21,"459,07 Dkr"
90,2022-04-22,"503,64 Dkr"
91,2022-04-23,"503,64 Dkr"
92,2022-04-24,"893,40 Dkr"
93,2022-04-25,"584,80 Dkr"
94,2022-04-26,"389,07 Dkr"
95,2022-04-27,"249,07 Dkr"
96,2022-04-28,"366,68 Dkr"
97,2022-04-29,"339,07 Dkr"
98,2022-04-30,"351,80 Dkr"
99,2022-05-01,"503,64 Dkr"
100,2022-05-02,"584,80 Dkr"
101,2022-05-03,"278,76 Dkr"
102,2022-05-04,"225,19 Dkr"
103,2022-05-05,"426,20 Dkr"
104,2022-05-06,"232,04 Dkr"
105,2022-05-07,"232,04 Dkr"
106,2022-05-08,"584,80 Dkr"
107,2022-05-09,"459,07 Dkr"
108,2022-05-10,"189,07 Dkr"
109,2022-05-11,"189,07 Dkr"
110,2022-05-12,"299,07 Dkr"
111,2022-05-13,"339,07 Dkr"
112,2022-05-14,"299,07 Dkr"
113,2022-05-15,"584,80 Dkr"
