,Departure,Price
0,2021-12-07,"1.289,07 Dkr"
1,2021-12-08,"203,87 Dkr"
2,2021-12-09,"99,00 Dkr"
3,2021-12-10,"99,00 Dkr"
4,2021-12-11,"159,07 Dkr"
5,2021-12-12,"159,07 Dkr"
6,2021-12-13,"316,69 Dkr"
7,2021-12-14,"241,31 Dkr"
8,2021-12-15,"99,00 Dkr"
9,2021-12-16,"99,00 Dkr"
10,2021-12-17,"459,00 Dkr"
11,2021-12-18,"529,07 Dkr"
12,2021-12-19,"365,46 Dkr"
13,2021-12-20,"332,46 Dkr"
14,2021-12-21,"503,61 Dkr"
15,2021-12-22,"249,07 Dkr"
16,2021-12-23,"775,92 Dkr"
17,2021-12-26,"332,46 Dkr"
18,2021-12-27,"189,07 Dkr"
19,2021-12-28,"219,07 Dkr"
20,2021-12-29,"189,07 Dkr"
21,2021-12-30,"149,00 Dkr"
22,2021-12-31,"149,00 Dkr"
23,2022-01-01,"503,61 Dkr"
24,2022-01-02,"584,77 Dkr"
25,2022-01-03,"503,61 Dkr"
26,2022-01-04,"529,00 Dkr"
27,2022-01-05,"224,10 Dkr"
28,2022-01-06,"159,07 Dkr"
29,2022-01-07,"129,00 Dkr"
30,2022-01-08,"159,07 Dkr"
31,2022-01-09,"278,74 Dkr"
32,2022-01-10,"132,30 Dkr"
33,2022-01-11,"129,00 Dkr"
34,2022-01-12,"129,00 Dkr"
35,2022-01-13,"159,07 Dkr"
36,2022-01-14,"129,07 Dkr"
37,2022-01-15,"129,07 Dkr"
38,2022-01-16,"219,07 Dkr"
39,2022-01-17,"189,07 Dkr"
40,2022-01-18,"129,07 Dkr"
41,2022-01-19,"129,00 Dkr"
42,2022-01-20,"129,07 Dkr"
43,2022-01-21,"129,00 Dkr"
44,2022-01-22,"129,00 Dkr"
45,2022-01-23,"249,07 Dkr"
46,2022-01-24,"129,07 Dkr"
47,2022-01-25,"129,00 Dkr"
48,2022-01-26,"129,00 Dkr"
49,2022-01-27,"129,00 Dkr"
50,2022-01-28,"129,00 Dkr"
51,2022-01-29,"129,00 Dkr"
52,2022-01-30,"219,07 Dkr"
53,2022-01-31,"241,31 Dkr"
54,2022-02-01,"149,07 Dkr"
55,2022-02-02,"149,00 Dkr"
56,2022-02-03,"149,00 Dkr"
57,2022-02-04,"159,00 Dkr"
58,2022-02-05,"149,07 Dkr"
59,2022-02-06,"299,07 Dkr"
60,2022-02-07,"170,15 Dkr"
61,2022-02-08,"149,00 Dkr"
62,2022-02-09,"149,00 Dkr"
63,2022-02-10,"149,00 Dkr"
64,2022-02-11,"159,00 Dkr"
65,2022-02-12,"149,07 Dkr"
66,2022-02-13,"241,31 Dkr"
67,2022-02-14,"241,31 Dkr"
68,2022-02-15,"149,07 Dkr"
69,2022-02-16,"149,07 Dkr"
70,2022-02-17,"149,07 Dkr"
71,2022-02-18,"189,07 Dkr"
72,2022-02-19,"339,07 Dkr"
73,2022-02-20,"339,07 Dkr"
74,2022-02-21,"249,07 Dkr"
75,2022-02-22,"149,07 Dkr"
76,2022-02-23,"149,00 Dkr"
77,2022-02-24,"332,46 Dkr"
78,2022-02-25,"339,07 Dkr"
79,2022-02-26,"459,00 Dkr"
80,2022-02-27,"503,61 Dkr"
81,2022-02-28,"459,07 Dkr"
82,2022-03-01,"149,07 Dkr"
83,2022-03-02,"149,00 Dkr"
84,2022-03-03,"219,00 Dkr"
85,2022-03-04,"219,07 Dkr"
86,2022-03-05,"249,07 Dkr"
87,2022-03-06,"299,00 Dkr"
88,2022-03-07,"249,07 Dkr"
89,2022-03-08,"149,00 Dkr"
90,2022-03-09,"149,00 Dkr"
91,2022-03-10,"219,00 Dkr"
92,2022-03-11,"219,07 Dkr"
93,2022-03-12,"299,07 Dkr"
94,2022-03-13,"339,07 Dkr"
95,2022-03-14,"339,07 Dkr"
96,2022-03-15,"389,00 Dkr"
97,2022-03-16,"376,18 Dkr"
98,2022-03-17,"389,07 Dkr"
99,2022-03-18,"389,07 Dkr"
100,2022-03-19,"389,00 Dkr"
101,2022-03-20,"503,61 Dkr"
102,2022-03-21,"249,00 Dkr"
103,2022-03-22,"189,07 Dkr"
104,2022-03-23,"159,00 Dkr"
105,2022-03-24,"219,07 Dkr"
106,2022-03-25,"299,00 Dkr"
107,2022-03-26,"249,00 Dkr"
108,2022-03-27,"503,61 Dkr"
109,2022-03-28,"426,18 Dkr"
110,2022-03-29,"219,07 Dkr"
111,2022-03-30,"219,00 Dkr"
112,2022-03-31,"339,00 Dkr"
113,2022-04-01,"332,46 Dkr"
114,2022-04-02,"249,07 Dkr"
115,2022-04-03,"459,07 Dkr"
116,2022-04-04,"249,07 Dkr"
117,2022-04-05,"219,00 Dkr"
118,2022-04-06,"219,00 Dkr"
119,2022-04-07,"389,07 Dkr"
