,Departure,Price
0,2022-01-23,"529,00 Dkr"
1,2022-01-24,"389,00 Dkr"
2,2022-01-26,"159,00 Dkr"
3,2022-01-28,"376,21 Dkr"
4,2022-01-30,"99,00 Dkr"
5,2022-01-31,"170,16 Dkr"
6,2022-02-01,"143,67 Dkr"
7,2022-02-02,"147,84 Dkr"
8,2022-02-03,"159,38 Dkr"
9,2022-02-04,"129,00 Dkr"
10,2022-02-05,"129,00 Dkr"
11,2022-02-06,"129,00 Dkr"
12,2022-02-07,"129,00 Dkr"
13,2022-02-08,"147,84 Dkr"
14,2022-02-09,"147,84 Dkr"
15,2022-02-10,"166,00 Dkr"
16,2022-02-11,"143,00 Dkr"
17,2022-02-12,"129,00 Dkr"
18,2022-02-13,"256,00 Dkr"
19,2022-02-14,"129,00 Dkr"
20,2022-02-15,"166,00 Dkr"
21,2022-02-16,"154,84 Dkr"
22,2022-02-17,"149,25 Dkr"
23,2022-02-18,"129,00 Dkr"
24,2022-02-19,"129,00 Dkr"
25,2022-02-20,"166,00 Dkr"
26,2022-02-21,"129,00 Dkr"
27,2022-02-22,"166,00 Dkr"
28,2022-02-23,"157,07 Dkr"
29,2022-02-24,"196,00 Dkr"
30,2022-02-25,"267,14 Dkr"
31,2022-02-26,"212,68 Dkr"
32,2022-02-27,"339,49 Dkr"
33,2022-02-28,"196,00 Dkr"
34,2022-03-01,"159,38 Dkr"
35,2022-03-02,"147,84 Dkr"
36,2022-03-03,"154,84 Dkr"
37,2022-03-04,"109,00 Dkr"
38,2022-03-05,"147,84 Dkr"
39,2022-03-06,"256,00 Dkr"
40,2022-03-07,"159,38 Dkr"
41,2022-03-08,"159,07 Dkr"
42,2022-03-09,"152,38 Dkr"
43,2022-03-10,"159,38 Dkr"
44,2022-03-11,"205,68 Dkr"
45,2022-03-12,"219,07 Dkr"
46,2022-03-13,"299,07 Dkr"
47,2022-03-14,"205,68 Dkr"
48,2022-03-15,"299,07 Dkr"
49,2022-03-16,"256,00 Dkr"
50,2022-03-17,"306,00 Dkr"
51,2022-03-18,"249,07 Dkr"
52,2022-03-19,"346,00 Dkr"
53,2022-03-20,"1.051,59 Dkr"
54,2022-03-21,"226,00 Dkr"
55,2022-03-22,"150,07 Dkr"
56,2022-03-23,"147,84 Dkr"
57,2022-03-24,"159,07 Dkr"
58,2022-03-25,"177,09 Dkr"
59,2022-03-26,"174,12 Dkr"
60,2022-03-27,"459,07 Dkr"
61,2022-03-28,"584,82 Dkr"
62,2022-03-29,"159,07 Dkr"
63,2022-03-30,"152,38 Dkr"
64,2022-03-31,"301,79 Dkr"
65,2022-04-01,"339,07 Dkr"
66,2022-04-02,"278,98 Dkr"
67,2022-04-03,"432,28 Dkr"
68,2022-04-04,"316,67 Dkr"
69,2022-04-05,"219,07 Dkr"
70,2022-04-06,"189,07 Dkr"
71,2022-04-07,"389,07 Dkr"
72,2022-04-08,"459,07 Dkr"
73,2022-04-09,"678,54 Dkr"
74,2022-04-10,"619,07 Dkr"
75,2022-04-11,"459,07 Dkr"
76,2022-04-12,"389,07 Dkr"
77,2022-04-13,"511,00 Dkr"
78,2022-04-14,"619,07 Dkr"
79,2022-04-15,"432,28 Dkr"
80,2022-04-16,"366,67 Dkr"
81,2022-04-17,"459,07 Dkr"
82,2022-04-18,"775,98 Dkr"
83,2022-04-19,"459,07 Dkr"
84,2022-04-20,"376,21 Dkr"
85,2022-04-21,"459,07 Dkr"
86,2022-04-22,"584,82 Dkr"
87,2022-04-23,"503,65 Dkr"
88,2022-04-24,"1.051,59 Dkr"
89,2022-04-25,"584,82 Dkr"
90,2022-04-26,"389,07 Dkr"
91,2022-04-27,"332,49 Dkr"
92,2022-04-28,"366,67 Dkr"
93,2022-04-29,"426,21 Dkr"
94,2022-04-30,"366,67 Dkr"
95,2022-05-01,"503,65 Dkr"
96,2022-05-02,"584,82 Dkr"
97,2022-05-03,"278,77 Dkr"
98,2022-05-04,"225,18 Dkr"
99,2022-05-05,"426,21 Dkr"
100,2022-05-06,"232,02 Dkr"
101,2022-05-07,"272,21 Dkr"
102,2022-05-08,"678,54 Dkr"
103,2022-05-09,"459,07 Dkr"
104,2022-05-10,"180,07 Dkr"
105,2022-05-11,"180,07 Dkr"
106,2022-05-12,"299,07 Dkr"
107,2022-05-13,"339,07 Dkr"
108,2022-05-14,"332,49 Dkr"
109,2022-05-15,"584,82 Dkr"
110,2022-05-16,"503,65 Dkr"
111,2022-05-17,"219,07 Dkr"
112,2022-05-18,"189,07 Dkr"
113,2022-05-19,"426,21 Dkr"
114,2022-05-20,"426,21 Dkr"
115,2022-05-21,"376,21 Dkr"
116,2022-05-22,"775,98 Dkr"
