,Departure,Price
0,2021-12-15,"170,15 Dkr"
1,2021-12-19,"210,87 Dkr"
2,2021-12-22,"329,00 Dkr"
3,2021-12-26,"129,00 Dkr"
4,2021-12-29,"129,00 Dkr"
5,2022-01-02,"209,07 Dkr"
6,2022-01-05,"129,00 Dkr"
7,2022-01-09,"99,07 Dkr"
8,2022-01-12,"127,20 Dkr"
9,2022-01-16,"159,07 Dkr"
10,2022-01-19,"99,07 Dkr"
11,2022-01-23,"159,07 Dkr"
12,2022-01-26,"426,18 Dkr"
13,2022-01-30,"99,07 Dkr"
14,2022-02-02,"129,00 Dkr"
15,2022-02-06,"209,07 Dkr"
16,2022-02-09,"151,20 Dkr"
17,2022-02-13,"2.494,00 Dkr"
18,2022-02-16,"159,07 Dkr"
19,2022-02-20,"609,00 Dkr"
20,2022-02-23,"129,00 Dkr"
21,2022-02-27,"224,10 Dkr"
22,2022-03-02,"389,07 Dkr"
23,2022-03-06,"584,77 Dkr"
24,2022-03-09,"329,07 Dkr"
25,2022-03-13,"329,07 Dkr"
26,2022-03-16,"893,36 Dkr"
27,2022-03-20,"289,07 Dkr"
28,2022-03-23,"159,07 Dkr"
29,2022-03-28,"289,00 Dkr"
30,2022-03-31,"224,10 Dkr"
31,2022-04-04,"329,00 Dkr"
32,2022-04-07,"260,10 Dkr"
33,2022-04-11,"329,00 Dkr"
34,2022-04-14,"493,61 Dkr"
