,Departure,Price
0,2022-01-19,"329,00 Dkr"
1,2022-01-23,"39,00 Dkr"
2,2022-01-26,"39,00 Dkr"
3,2022-01-30,"39,00 Dkr"
4,2022-02-02,"129,00 Dkr"
5,2022-02-06,"129,00 Dkr"
6,2022-02-09,"129,07 Dkr"
7,2022-02-13,"568,37 Dkr"
8,2022-02-16,"129,00 Dkr"
9,2022-02-20,"129,00 Dkr"
10,2022-02-23,"129,00 Dkr"
11,2022-02-27,"129,00 Dkr"
12,2022-03-02,"166,67 Dkr"
13,2022-03-06,"449,07 Dkr"
14,2022-03-09,"306,67 Dkr"
15,2022-03-13,"219,23 Dkr"
16,2022-03-16,"609,07 Dkr"
17,2022-03-20,"129,07 Dkr"
18,2022-03-23,"189,07 Dkr"
19,2022-03-28,"129,00 Dkr"
20,2022-03-31,"129,07 Dkr"
21,2022-04-04,"366,67 Dkr"
22,2022-04-07,"209,07 Dkr"
23,2022-04-11,"584,82 Dkr"
24,2022-04-14,"426,21 Dkr"
25,2022-04-18,"426,21 Dkr"
26,2022-04-21,"186,67 Dkr"
27,2022-04-25,"289,07 Dkr"
28,2022-04-28,"186,67 Dkr"
29,2022-05-02,"291,79 Dkr"
30,2022-05-05,"289,07 Dkr"
31,2022-05-09,"449,07 Dkr"
32,2022-05-12,"389,07 Dkr"
33,2022-05-16,"254,58 Dkr"
34,2022-05-19,"306,67 Dkr"
