,Departure,Price
0,2022-01-09,"79,00 Dkr"
1,2022-01-12,"152,38 Dkr"
2,2022-01-16,"79,00 Dkr"
3,2022-01-19,"93,00 Dkr"
4,2022-01-23,"79,00 Dkr"
5,2022-01-26,"79,00 Dkr"
6,2022-01-30,"79,00 Dkr"
7,2022-02-02,"129,07 Dkr"
8,2022-02-06,"129,07 Dkr"
9,2022-02-09,"129,07 Dkr"
10,2022-02-13,"2.019,34 Dkr"
11,2022-02-16,"159,07 Dkr"
12,2022-02-20,"413,31 Dkr"
13,2022-02-23,"129,00 Dkr"
14,2022-02-27,"129,07 Dkr"
15,2022-03-02,"291,82 Dkr"
16,2022-03-06,"413,31 Dkr"
17,2022-03-09,"329,07 Dkr"
18,2022-03-13,"291,82 Dkr"
19,2022-03-16,"645,46 Dkr"
20,2022-03-20,"189,07 Dkr"
21,2022-03-23,"129,00 Dkr"
22,2022-03-28,"129,07 Dkr"
23,2022-03-31,"129,00 Dkr"
24,2022-04-04,"273,23 Dkr"
25,2022-04-07,"222,08 Dkr"
26,2022-04-11,"493,61 Dkr"
27,2022-04-14,"584,77 Dkr"
28,2022-04-18,"584,77 Dkr"
29,2022-04-21,"255,54 Dkr"
30,2022-04-25,"389,07 Dkr"
31,2022-04-28,"238,81 Dkr"
32,2022-05-02,"359,26 Dkr"
33,2022-05-05,"306,69 Dkr"
