,Departure,Price
0,2022-01-23,"389,07 Dkr"
1,2022-01-26,"150,07 Dkr"
2,2022-01-30,"59,07 Dkr"
3,2022-02-02,"159,38 Dkr"
4,2022-02-06,"129,00 Dkr"
5,2022-02-09,"159,07 Dkr"
6,2022-02-13,"232,18 Dkr"
7,2022-02-16,"147,84 Dkr"
8,2022-02-20,"129,00 Dkr"
9,2022-02-23,"150,07 Dkr"
10,2022-02-27,"129,00 Dkr"
11,2022-03-02,"147,84 Dkr"
12,2022-03-06,"449,07 Dkr"
13,2022-03-09,"191,14 Dkr"
14,2022-03-13,"189,07 Dkr"
15,2022-03-16,"573,28 Dkr"
16,2022-03-20,"129,07 Dkr"
17,2022-03-23,"189,07 Dkr"
18,2022-03-28,"129,07 Dkr"
19,2022-03-31,"159,07 Dkr"
20,2022-04-04,"306,67 Dkr"
21,2022-04-07,"180,07 Dkr"
22,2022-04-11,"529,07 Dkr"
23,2022-04-14,"389,07 Dkr"
24,2022-04-18,"389,07 Dkr"
25,2022-04-21,"174,12 Dkr"
26,2022-04-25,"322,49 Dkr"
27,2022-04-28,"174,12 Dkr"
28,2022-05-02,"291,79 Dkr"
29,2022-05-05,"268,98 Dkr"
30,2022-05-09,"449,07 Dkr"
31,2022-05-12,"389,07 Dkr"
32,2022-05-16,"273,18 Dkr"
33,2022-05-19,"306,67 Dkr"
