,Departure,Price
0,2021-11-14,"291,81 Dkr"
1,2021-11-17,"59,00 Dkr"
2,2021-11-21,"159,07 Dkr"
3,2021-11-24,"59,07 Dkr"
4,2021-11-28,"59,07 Dkr"
5,2021-12-01,"59,00 Dkr"
6,2021-12-05,"170,16 Dkr"
7,2021-12-08,"366,19 Dkr"
8,2021-12-12,"278,75 Dkr"
