,Departure,Price
0,2021-11-20,"386,69 Dkr"
1,2021-11-23,"269,07 Dkr"
2,2021-11-27,"177,85 Dkr"
3,2021-11-30,"469,07 Dkr"
4,2021-12-04,"1.079,07 Dkr"
5,2021-12-07,"245,20 Dkr"
6,2021-12-11,"269,07 Dkr"
7,2021-12-14,"446,18 Dkr"
8,2021-12-18,"2.507,35 Dkr"
9,2021-12-21,"1.869,00 Dkr"
10,2021-12-22,"1.325,67 Dkr"
11,2021-12-28,"1.229,00 Dkr"
12,2022-01-01,"709,00 Dkr"
13,2022-01-04,"309,00 Dkr"
14,2022-01-08,"109,00 Dkr"
15,2022-01-11,"109,00 Dkr"
16,2022-01-15,"109,07 Dkr"
17,2022-01-18,"109,07 Dkr"
18,2022-01-22,"189,07 Dkr"
19,2022-01-25,"215,00 Dkr"
20,2022-01-29,"109,00 Dkr"
21,2022-02-01,"169,07 Dkr"
22,2022-02-05,"189,00 Dkr"
23,2022-02-08,"169,07 Dkr"
24,2022-02-12,"506,18 Dkr"
25,2022-02-15,"269,07 Dkr"
26,2022-02-19,"269,00 Dkr"
27,2022-02-22,"169,00 Dkr"
28,2022-02-26,"189,00 Dkr"
29,2022-03-01,"875,93 Dkr"
30,2022-03-05,"409,00 Dkr"
31,2022-03-08,"409,00 Dkr"
32,2022-03-12,"409,00 Dkr"
33,2022-03-15,"469,00 Dkr"
34,2022-03-19,"469,00 Dkr"
