,Departure,Price
0,2021-11-13,"245,20 Dkr"
1,2021-11-16,"189,07 Dkr"
2,2021-11-20,"99,07 Dkr"
3,2021-11-23,"177,84 Dkr"
4,2021-11-27,"207,59 Dkr"
5,2021-11-30,"506,19 Dkr"
6,2021-12-04,"99,00 Dkr"
7,2021-12-07,"390,19 Dkr"
8,2021-12-11,"207,59 Dkr"
9,2021-12-14,"585,53 Dkr"
10,2021-12-18,"1.748,00 Dkr"
11,2021-12-21,"1.748,00 Dkr"
12,2021-12-22,"359,00 Dkr"
13,2021-12-28,"1.010,81 Dkr"
14,2022-01-01,"469,07 Dkr"
15,2022-01-04,"359,00 Dkr"
16,2022-01-08,"79,00 Dkr"
17,2022-01-11,"79,00 Dkr"
18,2022-01-15,"79,00 Dkr"
19,2022-01-18,"189,07 Dkr"
20,2022-01-22,"359,07 Dkr"
21,2022-01-25,"359,07 Dkr"
22,2022-01-29,"359,00 Dkr"
23,2022-02-01,"309,00 Dkr"
24,2022-02-05,"309,00 Dkr"
25,2022-02-08,"359,00 Dkr"
26,2022-02-12,"359,07 Dkr"
27,2022-02-15,"469,07 Dkr"
28,2022-02-19,"359,00 Dkr"
29,2022-02-22,"309,00 Dkr"
30,2022-02-26,"309,00 Dkr"
31,2022-03-01,"709,07 Dkr"
32,2022-03-05,"409,00 Dkr"
33,2022-03-08,"409,00 Dkr"
34,2022-03-12,"409,00 Dkr"
