,Departure,Price
0,2022-01-15,"129,00 Dkr"
1,2022-01-18,"129,00 Dkr"
2,2022-01-22,"129,00 Dkr"
3,2022-01-25,"129,07 Dkr"
4,2022-01-29,"129,07 Dkr"
5,2022-02-01,"169,07 Dkr"
6,2022-02-05,"169,07 Dkr"
7,2022-02-08,"189,07 Dkr"
8,2022-02-12,"476,00 Dkr"
9,2022-02-15,"229,07 Dkr"
10,2022-02-19,"189,07 Dkr"
11,2022-02-22,"169,00 Dkr"
12,2022-02-26,"169,00 Dkr"
13,2022-03-01,"619,07 Dkr"
14,2022-03-05,"229,07 Dkr"
15,2022-03-08,"189,07 Dkr"
16,2022-03-12,"129,07 Dkr"
17,2022-03-15,"215,68 Dkr"
18,2022-03-19,"174,12 Dkr"
19,2022-03-22,"309,07 Dkr"
20,2022-03-26,"177,84 Dkr"
21,2022-03-28,"229,07 Dkr"
22,2022-04-01,"809,07 Dkr"
23,2022-04-04,"309,07 Dkr"
24,2022-04-08,"1.168,27 Dkr"
25,2022-04-11,"539,07 Dkr"
26,2022-04-15,"755,44 Dkr"
27,2022-04-18,"539,07 Dkr"
28,2022-04-22,"506,20 Dkr"
29,2022-04-25,"674,80 Dkr"
30,2022-04-29,"359,07 Dkr"
31,2022-05-02,"329,24 Dkr"
32,2022-05-06,"329,24 Dkr"
33,2022-05-09,"506,20 Dkr"
