,Departure,Price
0,2021-11-15,"129,07 Dkr"
1,2021-11-19,"1.198,25 Dkr"
2,2021-11-21,"503,62 Dkr"
3,2021-11-22,"129,07 Dkr"
4,2021-11-26,"278,99 Dkr"
5,2021-11-28,"129,07 Dkr"
6,2021-11-29,"170,16 Dkr"
7,2021-12-03,"775,94 Dkr"
8,2021-12-05,"129,00 Dkr"
9,2021-12-06,"129,00 Dkr"
10,2021-12-10,"241,31 Dkr"
11,2021-12-12,"129,07 Dkr"
12,2021-12-13,"241,31 Dkr"
