,Departure,Price
0,2021-11-15,"199,07 Dkr"
1,2021-11-19,"239,07 Dkr"
2,2021-11-21,"187,84 Dkr"
3,2021-11-22,"184,13 Dkr"
4,2021-11-26,"308,75 Dkr"
5,2021-11-28,"99,07 Dkr"
6,2021-11-29,"99,00 Dkr"
7,2021-12-03,"249,25 Dkr"
8,2021-12-05,"99,00 Dkr"
9,2021-12-06,"356,19 Dkr"
10,2021-12-10,"279,07 Dkr"
11,2021-12-12,"261,31 Dkr"
12,2021-12-13,"261,31 Dkr"
