,Departure,Price
0,2021-11-15,"129,07 Dkr"
1,2021-11-19,"109,00 Dkr"
2,2021-11-22,"109,07 Dkr"
3,2021-11-26,"109,07 Dkr"
4,2021-11-29,"120,08 Dkr"
5,2021-12-06,"163,87 Dkr"
6,2021-12-10,"191,31 Dkr"
7,2021-12-13,"379,00 Dkr"
