,Departure,Price
0,2021-11-12,"251,15 Dkr"
1,2021-11-15,"109,07 Dkr"
2,2021-11-19,"109,00 Dkr"
3,2021-11-22,"122,38 Dkr"
4,2021-11-26,"109,07 Dkr"
5,2021-11-29,"109,00 Dkr"
6,2021-12-03,"109,00 Dkr"
7,2021-12-06,"109,00 Dkr"
8,2021-12-10,"140,16 Dkr"
9,2021-12-13,"356,69 Dkr"
10,2021-12-17,"783,37 Dkr"
11,2021-12-20,"907,09 Dkr"
12,2021-12-24,"563,62 Dkr"
13,2021-12-27,"229,00 Dkr"
14,2021-12-31,"149,00 Dkr"
15,2022-01-03,"199,00 Dkr"
16,2022-01-07,"59,00 Dkr"
17,2022-01-10,"59,00 Dkr"
18,2022-01-14,"59,00 Dkr"
19,2022-01-17,"129,07 Dkr"
20,2022-01-21,"169,07 Dkr"
21,2022-01-24,"149,07 Dkr"
22,2022-01-28,"199,00 Dkr"
23,2022-01-31,"199,00 Dkr"
24,2022-02-04,"149,00 Dkr"
25,2022-02-07,"169,00 Dkr"
26,2022-02-11,"169,07 Dkr"
27,2022-02-14,"149,07 Dkr"
28,2022-02-18,"149,00 Dkr"
29,2022-02-21,"149,00 Dkr"
30,2022-02-25,"149,00 Dkr"
31,2022-02-28,"149,00 Dkr"
32,2022-03-04,"199,07 Dkr"
33,2022-03-07,"199,00 Dkr"
34,2022-03-11,"199,07 Dkr"
