,Departure,Price
0,2021-11-15,"298,75 Dkr"
1,2021-11-19,"99,00 Dkr"
2,2021-11-22,"99,07 Dkr"
3,2021-11-26,"99,07 Dkr"
4,2021-11-29,"129,07 Dkr"
5,2021-12-03,"99,00 Dkr"
6,2021-12-06,"163,87 Dkr"
7,2021-12-10,"191,31 Dkr"
8,2021-12-13,"296,69 Dkr"
9,2021-12-17,"709,07 Dkr"
10,2021-12-20,"1.060,81 Dkr"
11,2021-12-24,"609,07 Dkr"
12,2021-12-27,"269,07 Dkr"
13,2021-12-31,"149,00 Dkr"
14,2022-01-03,"199,00 Dkr"
15,2022-01-07,"129,07 Dkr"
16,2022-01-10,"59,00 Dkr"
17,2022-01-14,"59,00 Dkr"
18,2022-01-17,"59,07 Dkr"
19,2022-01-21,"149,07 Dkr"
20,2022-01-24,"129,07 Dkr"
21,2022-01-28,"169,00 Dkr"
22,2022-01-31,"169,00 Dkr"
23,2022-02-04,"129,00 Dkr"
24,2022-02-07,"169,07 Dkr"
25,2022-02-11,"149,07 Dkr"
26,2022-02-14,"129,07 Dkr"
27,2022-02-18,"129,00 Dkr"
28,2022-02-21,"129,00 Dkr"
29,2022-02-25,"129,00 Dkr"
30,2022-02-28,"129,00 Dkr"
31,2022-03-04,"199,07 Dkr"
32,2022-03-07,"199,00 Dkr"
33,2022-03-11,"199,07 Dkr"
34,2022-03-14,"199,00 Dkr"
