,Departure,Price
0,2022-01-14,"79,00 Dkr"
1,2022-01-17,"79,00 Dkr"
2,2022-01-21,"79,00 Dkr"
3,2022-01-24,"79,00 Dkr"
4,2022-01-28,"79,00 Dkr"
5,2022-01-31,"79,00 Dkr"
6,2022-02-04,"124,84 Dkr"
7,2022-02-07,"169,07 Dkr"
8,2022-02-11,"199,07 Dkr"
9,2022-02-14,"212,19 Dkr"
10,2022-02-18,"109,00 Dkr"
11,2022-02-21,"156,00 Dkr"
12,2022-02-25,"109,00 Dkr"
13,2022-02-28,"109,00 Dkr"
14,2022-03-04,"120,07 Dkr"
15,2022-03-07,"109,07 Dkr"
16,2022-03-11,"109,07 Dkr"
17,2022-03-14,"109,07 Dkr"
18,2022-03-18,"129,07 Dkr"
19,2022-03-21,"109,07 Dkr"
20,2022-03-25,"109,07 Dkr"
21,2022-03-28,"199,07 Dkr"
22,2022-04-01,"289,24 Dkr"
23,2022-04-04,"296,68 Dkr"
24,2022-04-08,"519,07 Dkr"
25,2022-04-11,"244,61 Dkr"
26,2022-04-15,"263,20 Dkr"
27,2022-04-18,"519,07 Dkr"
28,2022-04-22,"289,24 Dkr"
29,2022-04-25,"289,24 Dkr"
30,2022-04-29,"289,24 Dkr"
31,2022-05-02,"439,07 Dkr"
32,2022-05-06,"406,27 Dkr"
33,2022-05-09,"439,07 Dkr"
34,2022-05-13,"414,45 Dkr"
