,Departure,Price
0,2021-11-16,"207,59 Dkr"
1,2021-11-20,"99,00 Dkr"
2,2021-11-23,"99,00 Dkr"
3,2021-11-27,"189,07 Dkr"
4,2021-11-30,"1.325,69 Dkr"
5,2021-12-04,"396,19 Dkr"
6,2021-12-07,"446,19 Dkr"
7,2021-12-11,"446,19 Dkr"
8,2021-12-14,"768,50 Dkr"
